"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestTagScanner_NextTopLevelTag","0","TestTagScanner_NextTopLevelTag","","Sat Jan 17 00:42:05 UTC 2026","passed","Sat Jan 17 00:42:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestTagScanner_NextTopLevelTag","TestTagScanner_NextTopLevelTag"
"","13","can composes search params from the search prop and use them in the redirect","AppNavigate","Sat Jan 17 00:45:50 UTC 2026","passed","Sat Jan 17 00:45:50 UTC 2026","","","",""
"","339","renders the Object Tab content when Object tab is chosen","Selected Details Tab Content","Sat Jan 17 00:46:15 UTC 2026","passed","Sat Jan 17 00:46:15 UTC 2026","","","",""
"","105","should display the ""User Information"" header","UserProfile","Sat Jan 17 00:44:46 UTC 2026","passed","Sat Jan 17 00:44:46 UTC 2026","","","",""
"","383","displays 0 when a given sections returns empty, and sums the rest of the sections correctly","EntityInfoDataTable","Sat Jan 17 00:43:58 UTC 2026","passed","Sat Jan 17 00:43:59 UTC 2026","","Node count for nested table that counts all sections","",""
"Test cases for TestResources_UpdateSavedQuery_NoQueryMatch","0","TestResources_UpdateSavedQuery_NoQueryMatch","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_NoQueryMatch","TestResources_UpdateSavedQuery_NoQueryMatch"
"","796","calls the passed in select handler when clicking the Confirm button","Glyph Select Dialog","Sat Jan 17 00:46:41 UTC 2026","passed","Sat Jan 17 00:46:42 UTC 2026","","","",""
"Test cases for TestParseUserIP_XForwardedFor_RemoteAddr","0","TestParseUserIP_XForwardedFor_RemoteAddr","","Sat Jan 17 00:41:45 UTC 2026","passed","Sat Jan 17 00:41:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParseUserIP_XForwardedFor_RemoteAddr","TestParseUserIP_XForwardedFor_RemoteAddr"
"","293","The API key management option should appear in profile page if the user is configured for SAML login","UserProfile with SSO User","Sat Jan 17 00:44:46 UTC 2026","passed","Sat Jan 17 00:44:46 UTC 2026","","","",""
"","93","should on clicking collapse all remove expandedPanelSections param from url and set isObjectInfoPanelOpen in context to false","EdgeInfoHeader","Sat Jan 17 00:45:44 UTC 2026","passed","Sat Jan 17 00:45:44 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_DBError","745","TestManagementResource_UpdateUser_DBError","","Sat Jan 17 00:42:13 UTC 2026","passed","Sat Jan 17 00:42:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_DBError","TestManagementResource_UpdateUser_DBError"
"Test cases for TestUrlValidator","0","TestUrlValidator","","Sat Jan 17 00:42:07 UTC 2026","passed","Sat Jan 17 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestUrlValidator","TestUrlValidator"
"","1188","should render with a full list of multiple tenants and domains","Simple Environment Selector","Sat Jan 17 00:43:11 UTC 2026","passed","Sat Jan 17 00:43:12 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroup","0","TestResources_GetAssetGroup","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroup","TestResources_GetAssetGroup"
"Test cases for TestWriteAndValidateZip","0","TestWriteAndValidateZip","","Sat Jan 17 00:42:05 UTC 2026","passed","Sat Jan 17 00:42:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateZip","TestWriteAndValidateZip"
"Test cases for TestResources_UpdateAssetGroupSelectors_SuccessT0","0","TestResources_UpdateAssetGroupSelectors_SuccessT0","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupSelectors_SuccessT0","TestResources_UpdateAssetGroupSelectors_SuccessT0"
"Test cases for TestTextUnmarshalInt","0","TestTextUnmarshalInt","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTextUnmarshalInt","TestTextUnmarshalInt"
"","2","shows the collection methods for the given job","toCollected","Sat Jan 17 00:46:40 UTC 2026","passed","Sat Jan 17 00:46:40 UTC 2026","","","",""
"Test cases for TestResources_ProcessIngestTask","3","TestResources_ProcessIngestTask","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ProcessIngestTask","TestResources_ProcessIngestTask"
"","234","a name value is required to submit the form","Rule Form","Sat Jan 17 00:43:08 UTC 2026","passed","Sat Jan 17 00:43:08 UTC 2026","","","",""
"","1","takes updatedParams and current URLSearchParams and returns a function","searchParams","Sat Jan 17 00:45:36 UTC 2026","passed","Sat Jan 17 00:45:36 UTC 2026","","setSingleParamFactory","",""
"","15","the ID value reflects the URL when it is available","usePZQueryParams","Sat Jan 17 00:45:11 UTC 2026","passed","Sat Jan 17 00:45:11 UTC 2026","","","",""
"","99","temporarily displays the checkmark icon after clicking copy","ExploreTableDataCell","Sat Jan 17 00:46:21 UTC 2026","passed","Sat Jan 17 00:46:21 UTC 2026","","","",""
"Test cases for TestParseGroupMiscData","2","TestParseGroupMiscData","","Sat Jan 17 00:42:10 UTC 2026","passed","Sat Jan 17 00:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseGroupMiscData","TestParseGroupMiscData"
"Test cases for TestResources_ListADGroupMembership","0","TestResources_ListADGroupMembership","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGroupMembership","TestResources_ListADGroupMembership"
"Test cases for Test_filterNodesToSearchResult_filterEnvironments_domainSIDFail","0","Test_filterNodesToSearchResult_filterEnvironments_domainSIDFail","","Sat Jan 17 00:42:00 UTC 2026","passed","Sat Jan 17 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_filterEnvironments_domainSIDFail","Test_filterNodesToSearchResult_filterEnvironments_domainSIDFail"
"Test cases for TestInt64Pointer","0","TestInt64Pointer","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64Pointer","TestInt64Pointer"
"","1146","should render navigation links to all Administration sub-pages","Administration","Sat Jan 17 00:48:00 UTC 2026","passed","Sat Jan 17 00:48:01 UTC 2026","","","",""
"","725","renders a button and a menu","CreateMenu","Sat Jan 17 00:43:49 UTC 2026","passed","Sat Jan 17 00:43:50 UTC 2026","","oidc_support feature flag enabled","",""
"","272","should render an SavedQueryPermissions component","SaveQueryDialog","Sat Jan 17 00:42:52 UTC 2026","passed","Sat Jan 17 00:42:52 UTC 2026","","","",""
"","351","should render","OneTimePasscodeForm","Sat Jan 17 00:46:16 UTC 2026","passed","Sat Jan 17 00:46:17 UTC 2026","","","",""
"","280","sets a primarySearch=id and searchType=pathfinding when secondarySearch is truethy","ContextMenu","Sat Jan 17 00:43:34 UTC 2026","passed","Sat Jan 17 00:43:35 UTC 2026","","","",""
"","307","calls setExploreParams with searchType and relationshipQueryItemId when selecting a composition accordion","EdgeInfoContent","Sat Jan 17 00:43:06 UTC 2026","passed","Sat Jan 17 00:43:06 UTC 2026","","EdgeInfoContent support for Deep Linking","",""
"TestMigrator_GenerateManifest tests the full integrity of a Manifest generatedfrom 3 different Source's:1) Correct number of total migrations detected.2) Correct number of versions detected.3) The VersionTable has all versions, in order.4) All versions have the correct number of migrations.5) Schema files generate v0.0.0 migrations.6) Migrations are ordered within each version, in the order the Source was defined.","0","TestMigrator_GenerateManifest","","Sat Jan 17 00:41:57 UTC 2026","passed","Sat Jan 17 00:41:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestMigrator_GenerateManifest","TestMigrator_GenerateManifest"
"","1359","handles copying the name","CopyMenuItem","Sat Jan 17 00:46:59 UTC 2026","passed","Sat Jan 17 00:47:00 UTC 2026","","","",""
"","71","displays ! icon when one of the Affected Object calls fail","EntityInfoDataTableGraphed","Sat Jan 17 00:43:55 UTC 2026","passed","Sat Jan 17 00:43:55 UTC 2026","","Node count for nested table that counts all sections","",""
"Test cases for TestManagementResource_ServeMetadata","5","TestManagementResource_ServeMetadata","","Sat Jan 17 00:42:29 UTC 2026","passed","Sat Jan 17 00:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ServeMetadata","TestManagementResource_ServeMetadata"
"","1","prevents MouseCoords events","preventAllDefaults","Sat Jan 17 00:48:15 UTC 2026","passed","Sat Jan 17 00:48:15 UTC 2026","","","",""
"","118","renders error message on error","ObjectCountPanel","Sat Jan 17 00:46:30 UTC 2026","passed","Sat Jan 17 00:46:30 UTC 2026","","","",""
"","61","renders Tier Zero text by default when no Zone Selector is available and on a Zone page","TagSelector","Sat Jan 17 00:45:16 UTC 2026","passed","Sat Jan 17 00:45:16 UTC 2026","","","",""
"","376","should display correctly","DeleteConfirmationDialog","Sat Jan 17 00:46:33 UTC 2026","passed","Sat Jan 17 00:46:34 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_LookupActiveSessionsError","747","TestManagementResource_UpdateUser_LookupActiveSessionsError","","Sat Jan 17 00:42:12 UTC 2026","passed","Sat Jan 17 00:42:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_LookupActiveSessionsError","TestManagementResource_UpdateUser_LookupActiveSessionsError"
"Test cases for TestResources_StartIngestJob","93","TestResources_StartIngestJob","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_StartIngestJob","TestResources_StartIngestJob"
"","29","upon selecting a source and destination node, updates the URL with a searchType of 'pathfinding' and the object ids for the source and destination nodes","usePathfindingSearch","Sat Jan 17 00:44:41 UTC 2026","passed","Sat Jan 17 00:44:41 UTC 2026","","","",""
"","87","renders a dash when actor is BloodHoundString","NoteCell component","Sat Jan 17 00:45:46 UTC 2026","passed","Sat Jan 17 00:45:46 UTC 2026","","","",""
"Test cases for Test_ParseGraphSortParameters_InvalidSortColumn","0","Test_ParseGraphSortParameters_InvalidSortColumn","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/Test_ParseGraphSortParameters_InvalidSortColumn","Test_ParseGraphSortParameters_InvalidSortColumn"
"Test cases for TestNewAuditLog_BadAuthContext","0","TestNewAuditLog_BadAuthContext","","Sat Jan 17 00:41:57 UTC 2026","passed","Sat Jan 17 00:41:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestNewAuditLog_BadAuthContext","TestNewAuditLog_BadAuthContext"
"","161","renders enabled Label, Rule and Object tabs","Selected Details Tabs","Sat Jan 17 00:44:10 UTC 2026","passed","Sat Jan 17 00:44:10 UTC 2026","","Selected Details Tabs - Params present","",""
"Test cases for TestFilterStructSlice","0","TestFilterStructSlice","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFilterStructSlice","TestFilterStructSlice"
"Test cases for TestStringFrom","0","TestStringFrom","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringFrom","TestStringFrom"
"","54","initializes the list with all filters checked by default","usePathfindingFilters","Sat Jan 17 00:46:30 UTC 2026","passed","Sat Jan 17 00:46:30 UTC 2026","","","",""
"","115","renders details for a selected rule and is of type ""Cypher""","DynamicDetails","Sat Jan 17 00:44:02 UTC 2026","passed","Sat Jan 17 00:44:02 UTC 2026","","","",""
"","1","Origin label and sizing are used when specified","copySigmaNodesToGraphlibGraph","Sat Jan 17 00:48:03 UTC 2026","passed","Sat Jan 17 00:48:03 UTC 2026","","","",""
"Test cases for TestResources_ListUsersMinimal","9","TestResources_ListUsersMinimal","","Sat Jan 17 00:42:29 UTC 2026","passed","Sat Jan 17 00:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestResources_ListUsersMinimal","TestResources_ListUsersMinimal"
"","0","No type was provided and no results were available","Getting the text for the disabled item display for a search when there are no results","Sat Jan 17 00:45:06 UTC 2026","passed","Sat Jan 17 00:45:06 UTC 2026","","Empty data states","",""
"","67","applies the given filters","useFinishedJobs","Sat Jan 17 00:44:27 UTC 2026","passed","Sat Jan 17 00:44:27 UTC 2026","","","",""
"","225","renders","EarlyAccessFeatureToggle","Sat Jan 17 00:48:07 UTC 2026","passed","Sat Jan 17 00:48:07 UTC 2026","","","",""
"","0","returns false if value is 'array'","searchParams","Sat Jan 17 00:45:36 UTC 2026","passed","Sat Jan 17 00:45:36 UTC 2026","","isEmptyParam","",""
"","7","returns the remaining amount of labels available for creation","useTagLimits","Sat Jan 17 00:43:15 UTC 2026","passed","Sat Jan 17 00:43:15 UTC 2026","","","",""
"Test cases for TestRequestWaitDuration","0","TestRequestWaitDuration","","Sat Jan 17 00:41:45 UTC 2026","passed","Sat Jan 17 00:41:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestRequestWaitDuration","TestRequestWaitDuration"
"Test cases for TestFeatureFlagManagerPoller","85","TestFeatureFlagManagerPoller","","Sat Jan 17 00:41:55 UTC 2026","passed","Sat Jan 17 00:41:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestFeatureFlagManagerPoller","TestFeatureFlagManagerPoller"
"Test cases for TestWriteAndValidateJSON_NormalizationError","0","TestWriteAndValidateJSON_NormalizationError","","Sat Jan 17 00:42:05 UTC 2026","passed","Sat Jan 17 00:42:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateJSON_NormalizationError","TestWriteAndValidateJSON_NormalizationError"
"Test cases for Test_formatSearchResults_limit","0","Test_formatSearchResults_limit","","Sat Jan 17 00:42:00 UTC 2026","passed","Sat Jan 17 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_formatSearchResults_limit","Test_formatSearchResults_limit"
"","261","should render a single section with a single navigation item","SubNav","Sat Jan 17 00:46:00 UTC 2026","passed","Sat Jan 17 00:46:00 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_NotAUserAuth","0","TestResources_DeleteSavedQuery_NotAUserAuth","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_NotAUserAuth","TestResources_DeleteSavedQuery_NotAUserAuth"
"Test cases for TestResources_ToggleFlag","0","TestResources_ToggleFlag","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ToggleFlag","TestResources_ToggleFlag"
"","8","applies animation class to the title","ProcessingIndicator","Sat Jan 17 00:47:04 UTC 2026","passed","Sat Jan 17 00:47:04 UTC 2026","","","",""
"","50","renders the title","ProcessingIndicator","Sat Jan 17 00:47:04 UTC 2026","passed","Sat Jan 17 00:47:04 UTC 2026","","","",""
"","12","should be aligned to right of screen","GenericErrorBoundaryFallback","Sat Jan 17 00:47:07 UTC 2026","passed","Sat Jan 17 00:47:07 UTC 2026","","","",""
"","61","enables pulling an ordered list of tags by position ascending","the useAssetGroupTags utilities","Sat Jan 17 00:43:39 UTC 2026","passed","Sat Jan 17 00:43:39 UTC 2026","","","",""
"Test cases for TestUnmarshalNonIntegerNumberToInt64","0","TestUnmarshalNonIntegerNumberToInt64","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalNonIntegerNumberToInt64","TestUnmarshalNonIntegerNumberToInt64"
"","7","removes a notification","AppNotifications","Sat Jan 17 00:45:50 UTC 2026","passed","Sat Jan 17 00:45:50 UTC 2026","","","",""
"","1015","opens a submenu when user hovers over `Copy`","ContextMenu","Sat Jan 17 00:47:42 UTC 2026","passed","Sat Jan 17 00:47:43 UTC 2026","","","",""
"Test cases for TestErrorReadDomainSIDandNameAsString","1","TestErrorReadDomainSIDandNameAsString","","Sat Jan 17 00:42:08 UTC 2026","passed","Sat Jan 17 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/internal/nodeprops/TestErrorReadDomainSIDandNameAsString","TestErrorReadDomainSIDandNameAsString"
"","659","dispatches an action to add the associated node","Rule Object Select","Sat Jan 17 00:45:51 UTC 2026","passed","Sat Jan 17 00:45:51 UTC 2026","","","",""
